Latitude,Longitude,PlaneModel,PlaneAirlines
33.1748,-96.6101,2011 BOEING 737-7H4,Southwest Airlines
33.8965,-119.855629, AIRBUS A320-214,Virgin America
48.772919,6.260256,Embraer EMB-190 100,Alitalia
52.322205,22.489471,Boeing 737 5Q8,Belavia
36.154633,-80.813885,Airbus A320 232SL,Spirit Airlines
28.262981,79.014534,Boeing 747 446,Transaero Airlines
47.574371,6.815163,Boeing 777 3DEER,Swiss International Air Lines
55.164917,48.348408,Boeing 737 45S,UT air
41.008378,-85.142295,Bombardier CRJ 200ER,Air Canada Express
47.6899,2.0901,Bombardier Learjet 45,Corporate
44.450031,24.39045,Boeing 777 3F2ER,Turkish Airlines
-25.998367,27.943829,Avro 146 RJ85,Airlink
53.026956,7.930795,Airbus A320 232,Scandinavian Airlines System
30.814323,-102.339844,Embraer EMB-175 200LR,American Eagle
24.148544,117.649841,Airbus A320 232,Cathay Dragon
22.032486,115.987959,Airbus A321 231,Vietnam Airlines
37.426044,-84.750267,Embraer EMB-175 200LR,United Express
33.618896,-82.198753,2014 BOMBARDIER INC CL-600-2D24,"AMERICAN AIRLINES INC     - FORT WORTH, TX"
47.357594,7.606201,Bolkow Junior Bo.208C,Private
34.846352,134.931915,Boeing 737NG 846/W,Japan Airlines
-6.033403,108.170155,Boeing 737NG 8U3/W,Garuda Indonesia
2.722561,105.512411,Airbus A320 216SL,AirAsia
33.276237,-121.336655,1997 BOEING 747-4R7F,United Parcel Service
40.579258,111.89632,Gulfstream Aerospace G550,Deer Jet
29.183853,-85.55513,Airbus A320 251NSL,Frontier Airlines
47.461121,6.414505,Airbus A320 214,Tunisair
25.941742,119.356659,Airbus A321 231,Vietnam Airlines
37.646469,-122.451404,Boeing 737NG 800/W,United Airlines
24.896696,118.524864,Airbus A330 243,China Eastern Airlines
50.456177,6.521542,Boeing 737NG 8F2/W,Turkish Airlines
40.973373,-74.544861,1997 BOEING 757-224,United Airlines
41.9056,-86.0676,2007 BOMBARDIER INC CL-600-2D24,Delta Air Lines
43.087727,23.279245,Airbus A330 223,Turkish Airlines
37.233994,-78.009183,2004 EMBRAER EMB-145XR,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
38.035785,-76.654119,2001 BOEING 737-823,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
48.864,3.0466,Cessna Citation CJ2,Ohlair Charter Flug
51.926833,1.21603,Bombardier DHC-8 402,Flybe
52.599186,4.872907,Cessna 172R Skyhawk,Private
37.620306,-80.920576,1994 AIRBUS INDUSTRIE A320-232,United Airlines
30.428146,-78.56813,2000 AIRBUS A320-214,"SUNRISE ASSET MANAGEMENT LLC     - LAS VEGAS, NV"
30.674149,114.18802,Boeing 737NG 800/W,Shandong Airlines
54.156097,0.964521,2003 AIRBUS A330-323,Delta Air Lines
34.121475,-84.306221,2011 AIRBUS A320-214,Frontier Airlines
41.18146,-98.832571,2014 BOEING 737-990ER,Alaska Airlines
48.02543,16.346107,Airbus A319 111,easyJet
31.135533,-82.134064,1990 MCDONNELL DOUGLAS AIRCRAFT CO MD-88,"DELTA AIR LINES INC     - ATLANTA, GA"
35.233292,-84.743729,ERJ170-200LR,Republic Airlines
41.9284,-81.3798,1999 BOEING 737-824,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
26.816789,-81.78117,1981 PIPER PA-32R-301,"SPRJ AVIATION LLC     - TAMPA, FL"
47.924561,1.456169,Airbus A320 214,Air France
44.52419,-73.520642,Embraer EMB-175 200LR,United Express
35.7631,-81.8893,2007 BOEING 737-7H4,Southwest Airlines
-23.739035,-46.57037,Boeing 737NG 7EH/W,GOL
40.078915,116.72924,Boeing 737NG 89L/W,Air China
43.130136,-76.228965,Airbus A320 232,Cubana
38.787918,12.331974,Boeing 737 4Q8,Norwegian Air International
33.7643,-94.8899,2004 BOEING 737-7H4,Southwest Airlines
49.16028,13.958636,Bombardier CRJ 900 LR,Lufthansa Regional
43.834534,0.716539,Bombardier CSeries 100,Swiss International Air Lines
32.5135,-95.1376,2010 BOEING 737-7H4,Southwest Airlines
0,0.000042,,
35.720535,-93.909702,2007 BOEING 737-7BD,Southwest Airlines
27.472641,-84.240883,2014 AIRBUS A321-231,American Airlines
50.131081,9.08792,Boeing 747 406 SCD,KLM Royal Dutch Airlines
52.0467,8.5133,Bombardier DHC-8 402,Air Berlin
51.134605,3.916626,Robin DR.400 140B (135CDi),Private
59.276825,48.075439,Airbus A320 214SL,Aeroflot Russian Airlines
58.894121,32.082541,BOEING 737-8LJ,AEROFLOT
49.900601,9.056817,Piper PA-28 181 Archer II,Private
-23.088606,-44.35628,Embraer EMB-190 AR,Azul Linhas Aereas Brasileiras
39.408285,2.496948,Airbus A330 343E,Turkish Airlines
-19.649979,-43.315647,Boeing 737NG 8EH/W,GOL
46.095932,7.246307,Boeing 737NG 8K2/W,Transavia France
45.045639,11.51923,Boeing 737NG 8AS/W,Ryanair
31.629044,114.55773,Airbus A320 214SL,China Southern Airlines
30.421188,-85.790245,1988 CESSNA 208B,"MARTINAIRE AVIATION LLC     - ADDISON, TX"
38.19737,122.224335,MCDONNELL DOUGLAS MD-11F,FedEx
55.184235,-3.020271,Airbus A320 232,British Airways
21.625051,119.175822,Airbus A380 841,Thai Airways International
38.6643,-77.454,2004 AIRBUS A320-232,JetBlue Airways
37.596222,-85.809885,Airbus A321 211SL,Frontier Airlines
64.10294,-24.931385,Airbus A330 343X,Scandinavian Airlines System
64.62685,-27.235987,Bombardier DHC-8 202,Flugfelag Islands
35.298248,-102.127708, EMBRAER S A ERJ170-200LR,Compass Airlines
30.5054,-86.178902,Airbus A319 132,United Airlines
30.885361,-100.08211,2015 AIRBUS A320-232,Spirit Airlines
49.078583,7.614582,Boeing 737NG 7K2/W,Transavia
34.397961,138.951981,Boeing 737NG 881/W,All Nippon Airways
47.88588,6.05896,Airbus A319 112,Brussels Airlines
25.186523,118.736572,Boeing 737NG 86N/W,Xiamen Airlines
47.846603,16.242874,Reims/Cessna F172,Private
53.2686,-2.8676,Piper PA-28 161 Warrior III,Private
38.990601,-77.521896,2003 BOMBARDIER INC CL-600-2C10,"EXPRESSJET AIRLINES INC     - ATLANTA, GA"
32.738499,-83.448303,1983 BOEING 767-281,DHL
38.170624,114.508745,Boeing 737NG 86N,Air China
27.483856,119.501089,Bombardier Global Express XRS,Empire Aviation Group
44.193008,6.346265,Airbus A320 214SL,Vueling Airlines
38.416397,-87.400659,1995 MCDONNELL DOUGLAS MD-90-30,"DELTA AIR LINES INC     - ATLANTA, GA"
52.827945,10.004307,DAHER-SOCATA TBM 930,Corporate
34.4073,-77.7334,1999 LEARJET INC 60,"DEAN DELAWARE LLC     - DULLES, VA"
43.436078,23.71739,Airbus A320 216SL,Pegasus Airlines
39.933392,-85.708527,2014 EMBRAER S A ERJ170-200LR,SkyWest Airlines
30.8965,-102.663101,2005 BOMBARDIER INC CL-600-2D24,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
35.87077,134.810837,Boeing 777 3B5,Korean Air
34.101791,137.498779,Boeing 737NG 846/W,Japan Airlines
47.492844,3.684265,Boeing 737NG 8AS/W,Ryanair
33.194687,-119.501532,1995 BOEING 757-2B7,American Airlines
22.845976,112.89571,Boeing 777 3DZER,Qatar Airways
35.551991,-0.37412,Airbus A330 343E,Etihad Airways
31.267416,-94.584595,2006 BOEING 737-76N,"AFS INVESTMENTS 57 LLC     - NORWALK, CT"
-27.5659,152.5516,Boeing C-17A Globemaster III,Royal Australian Air Force
31.567352,-80.737259,2000 AIRBUS A320-214,"SUNRISE ASSET MANAGEMENT LLC     - LAS VEGAS, NV"
34.3248,-96.6569,2000 BOEING 717-200,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
38.5992,-86.5298,1987 BEECH 300,"TRIPLE RAINBOW LLC     - GARY, IN"
50.077919,6.722148,Boeing 747 4F6BDSF,Saudi Arabian Airlines
39.14727,-77.343079,2001 BOEING 767-432ER,Delta Air Lines
47.109699,5.695355,Airbus A319 111,easyJet Europe
36.657532,-89.348316,2013 AIRBUS A319-115,American Airlines
39.283676,-94.745616,BOEING 737-76N,SouthWest Airlines
41.436951,-98.576452,Embraer EMB-175 200LR,Delta Connection
26.623504,120.932271,Boeing 737NG 89P/W,Shanghai Airlines
52.716591,16.927185,Airbus A320 211,Lufthansa
37.703705,-79.484331,2006 BOEING 737-800,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
52.901962,2.107468,Boeing 737 3Y0,Blue Air
53.737808,11.685818,Embraer Phenom 300,NetJets Europe
29.3726,-82.882421,Boeing 737NG 823/W,American Airlines
44.7561,-92.934196,2014 BOMBARDIER INC CL-600-2D24,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
32.465599,-85.861702,2003 EMBRAER EMB-145XR,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
30.663121,-97.780188,2004 BOEING 737-7H4,Southwest Airlines
50.483231,4.303749,Embraer EMB-190 100,Alitalia
32.242901,-102.263199,BOEING 737-832,Delta Air Lines
53.404953,-5.978446,Avions de Transport Regional ATR 72 600,Aer Lingus Regional
34.786346,138.961029,Boeing 737NG 800/W,Spring Airlines Japan
48.811752,1.872394,Airbus A320 232,British Airways
-6.235672,109.863471,Airbus A330 343E,Garuda Indonesia
45.055618,-80.946677,Boeing 737MAX 8,WestJet
33.406998,-13.573773,Boeing 737NG 8K5/W,TUIfly
29.23938,-85.795775,2014 BOEING 737-823,American Airlines
52.66329,-1.9055,Airbus A319 131,British Airways
34.59407,139.349472,Airbus A330 302,EVA Air
38.821201,-84.465599, BOEING 737-7CT,Southwest Airlines
33.514069,-81.244118,2015 BOMBARDIER INC CL-600-2D24,American Eagle
41.7542,-74.652397,2002 EMBRAER EMB-145LR,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
22.859663,114.998118,Boeing 737NG 8Q8,Donghai Airlines
32.5092,-94.1799,1998 BOEING 737-7H4,Southwest Airlines
36.631256,-78.931904,2007 EMBRAER ERJ 190-100 IGW,"US AIRWAYS INC     - FORT WORTH, TX"
51.154495,-109.340317,Bombardier DHC-8 402 NG,Air Canada Express
49.750144,12.304539,Airbus A319 132,Germanwings
55.853981,14.79979,Boeing 737NG 8JP/W,Norwegian Air International
45.123917,8.082733,Airbus A321 231,British Airways
37.71616,-75.667557,Airbus A320 214SL,Interjet
51.099506,3.434677,Piper PA-28 161 Warrior III,Private
29.7012,-80.443001,2009 EMBRAER ERJ 190-100 IGW,"JETBLUE AIRWAYS CORP     - LONG ISLAND CITY, NY"
39.092789,-79.71829,Boeing 737NG 900ER/W,Delta Air Lines
38.206958,-77.947102,2013 BOEING 737-924ER,United Airlines
40.228165,111.57346,Boeing 737NG 84P/W,Hainan Airlines
38.363983,-4.246566,Boeing 737NG 8K2/W,Transavia France
-22.9243,-43.1972,Boeing 737NG 7EH/W,GOL
37.883926,-84.390486,Airbus A319 111,Allegiant Air
50.06642,8.695382,Bombardier CRJ 900 LR NG,Lufthansa Regional
48.6469,11.0202,Bombardier CRJ 900 LR,Lufthansa Regional
31.558901,-81.355904,2006 BOEING 737-7H4,Southwest Airlines
44.328344,5.547493,Boeing 737NG 8D6/W,Air Algerie
49.342951,3.854539,Boeing 737NG 82R,Air Berlin
33.136101,-85.040398,BOEING 717-200,De
-22.702606,-46.124451,Embraer Phenom 300,Arcom SA
42.926834,-81.522579,Bombardier CRJ 200ER,Air Canada Express
34.142387,137.97673,Boeing 787 8,All Nippon Airways
37.0039,-86.9034,1995 MCDONNELL DOUGLAS MD-90-30,"DELTA AIR LINES INC     - ATLANTA, GA"
49.685532,6.383707,Airbus A319 111,easyJet Europe
47.635025,8.683594,Airbus A321 212,Air France
42.135128,-73.180313,Boeing 737NG 8FH/W,Air Transat
48.460647,11.584866,,
-30.39235,-57.595394,2014 AIRBUS A319-115,"WILMINGTON TRUST CO TRUSTEE     - WILMINGTON, DE"
37.513376,-85.70148,1998 AIRBUS INDUSTRIE A320-232,"UNITED AIRLINES INC     - CHICAGO, IL"
42.329391,-78.620719,2003 BOMBARDIER INC CL-600-2B19,"AIR WISCONSIN AIRLINES CORP     - APPLETON, WI"
41.360779,-84.941233,Boeing 737NG 824/W,United Airlines
44.456181,45.613338,Airbus A319 111,Azerbaijan Airlines
52.13604,-1.74957,Airbus A320 214SL,easyJet
-6.737785,110.184821,Boeing 737NG 8GP/W,Batik Air
28.835015,-98.400502, BOMBARDIER INC CL-600-2D24,Mesa Airlines
40.8009,-73.7116,2013 BOMBARDIER INC CL-600-2D24,"DELTA AIR LINES INC     - ATLANTA, GA"
46.2915,-123.2752,1996 BOEING 757-251,Delta Air Lines
53.525856,9.777024,Airbus A320 214SL,Lufthansa
18.967987,-99.12017,2013 AIRBUS A320-233,Volaris Airlines
29.906462,111.10204,Boeing 737NG 86N/W,Xiamen Airlines
63.22087,-25.499598,Airbus A380 841,British Airways
39.123367,-81.434189,2008 AIRBUS A319-132,Spirit Airlines
43.136072,-89.333136,1996 BOEING 757-222,FedEx
53.614014,-3.857457,Avro 146 RJ85,CityJet
36.6392,-95.4762,2001 BOEING 737-7H4,Southwest Airlines
51.028794,2.98027,Boeing 777 3U8ER,Turkish Airlines
41.422501,-73.794502,2002 BOMBARDIER INC CL-600-2B19,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
51.685455,-0.428986,Airbus A320 216,Aer Lingus
33.660004,-85.944031,2015 BOEING 737-924ER,United Airlines
35.204,-90.5354,BOEING 737-823,American Airlines
36.854141,-84.393929,2010 BOMBARDIER INC CL-600-2C10,"AMERICAN AIRLINES INC     - FORT WORTH, TX"
51.0538,-0.3198,Embraer EMB-190 STD,Hop!
41.327679,23.117981,2000 BOEING 777-224,United Airlines
23.00734,112.672386,Boeing 777 F1H,Emirates Airline
34.790085,-85.574472,Boeing 737NG 900ER/W,Delta Air Lines
27.858953,-84.974442,737-932ER,Delta Air Lines
23.032046,119.331563,Boeing 777 367ER,Cathay Pacific Airways
28.855963,113.52571,Boeing 737NG 85N/W,Shandong Airlines
49.564774,13.662728,Airbus A321 231,Lufthansa
40.618423,-92.844666,Airbus A321 231SL,Spirit Airlines
35.104477,-91.056705,2008 BOEING 737-732,"DELTA AIR LINES INC     - ATLANTA, GA"
56.18073,6.231136,Boeing 737NG 8JP/W,Norwegian
50.893886,19.163589,Airbus A321 231SL,Wizz Air UK
34.184612,139.621017,Airbus A320 232SL,JetStar Japan
31.961792,-85.682205,1997 AIRBUS INDUSTRIE A300F4-605R,FedEx
40.850647,1.732971,Airbus A320 214,Vueling Airlines
40.420284,-81.373298,1989 MCDONNELL DOUGLAS AIRCRAFT CO MD-88,"DELTA AIR LINES INC     - ATLANTA, GA"
42.5494,-84.8178,2002 EMBRAER EMB-145XR,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
51.997898,-0.0351,Piper PA-28 151 Cherokee Warrior,Private
35.464845,-82.126484,Embraer EMB-175 200LR,American Eagle
45.133804,-70.109581,Bombardier DHC-8 402 NG,Air Canada Express
37.679986,-75.923707,Boeing 737NG 7Q8/W,Southwest Airlines
32.5912,-96.8163,2002 EMBRAER EMB-145LR,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
43.595718,-72.87455,Boeing 737NG 8Q8/W,Air Transat
43.697113,-70.253159,2008 EMBRAER-EMPRESA BRASILEIRA DE ERJ 170-200 LR,"REPUBLIC AIRLINE INC     - INDIANAPOLIS, IN"
34.862692,139.834957,Boeing 737NG 846/W,Japan Airlines
34.491348,-91.472953,2013 BOEING 737-823,American Airlines
-18.982315,-44.11869,Boeing 737NG 8EH/W,GOL
49.914688,2.123975,Bombardier C Series 300,Swiss International Air Lines
45.0468,-74.8702,Airbus A321 211,Air Canada
47.8721,8.3367,Bombardier CRJ 1000 EL NG,Hop!
9.90511,-82.84577,2012 AIRBUS A320-214,Avianca Costa Rica
-35.205959,-59.182281,Boeing 737NG 800/W,Aerolíneas Argentinas
45.653,-69.1024,Embraer EMB-190 AR,Air Canada
22.917023,110.34833,Airbus A350 941,Vietnam Airlines
-6.040898,108.353087,Boeing 737NG 9GPER/W,Lion Air
52.212105,5.829032,,
35.604721,139.933777,Boeing 767 346ER,Japan Airlines
38.615295,121.315155,Boeing 737NG 71B,China Southern Airlines
36.505554,-78.50132,Airbus A320 232SL,Spirit Airlines
41.389641,-80.570665,1973 CESSNA 177B,"ROBERTSON JASON     - ERIE, PA"
-6.215515,107.285188,Airbus A320 214,Citilink
-23.402481,153.508068,Airbus A330 243,Sichuan Airlines
36.7603,-78.762681,Cessna Citation X,Delta Private Jets
48.485317,4.189766,Airbus A330 202,Alitalia
50.120453,8.849921,Airbus A321 231,Lufthansa
50.096001,15.6192,Textron Aviation 172S Skyhawk SP,Private
35.365448,140.17009,Boeing 777 346,Japan Airlines
47.629669,12.385643,Airbus A330 343E,Lufthansa
53.211303,-1.502138,,
36.7009,-95.8643,2008 BOEING 737-7H4,Southwest Airlines
41.9657,-87.708,1990 MCDONNELL DOUGLAS DC-9-82(MD-82),American Airlines
33.883163,-94.909431,2014 BOEING 737-823,American Airlines
54.094025,27.638149,Boeing 737NG 8AS/W,Ukraine International Airlines
50.268596,13.190794,Airbus A320 214SL,Lufthansa
59.04364,17.4104,Avro 146 RJ100,Malmo Aviation
-25.103119,-49.837543,Boeing 747 406ERF,KLM Royal Dutch Airlines
47.327891,15.802847,Raytheon Aircraft Company Premier I,Tatra Jet
47.9593,0.6335,Bombardier DHC-8 402,Flybe
47.5033,-115.5522,2004 BOEING 737-824,United Airlines
21.532059,120.987837,Airbus A330 323E,Asiana Airlines
32.7984,109.97534,Airbus A320 214,Shenzhen Airlines
30.571087,111.289635,Airbus A321 231SL,Capital Airlines
36.204,-90.7193,1987 MCDONNELL DOUGLAS AIRCRAFT CO MD-88,"WILMINGTON TRUST COMPANY TRUSTEE     - WILMINGTON, DE"
48.110138,3.472984,,
22.643417,113.87749,Boeing 737NG 85C/W,Xiamen Airlines
33.18022,109.01634,Airbus A330 243,Sichuan Airlines
32.005692,31.071581,Airbus A319 112,Germania
49.903533,19.344771,Bombardier DHC-8 402,Austrian
36.998703,-84.071357,2015 PILATUS AIRCRAFT LTD PC-12/47E,"PILATUS BUSINESS AIRCRAFT LTD     - BROOMFIELD, CO"
51.879581,13.478622,Airbus A319 112,Atlantic Airways
50.471005,7.986541,Airbus A320 211,Germanwings
34.184799,-118.322182,Airbus Helicopters Squirrel AS.350 B3,LAPD Air Support Division
50.9129,5.7674,Cessna 172N Skyhawk,Private
41.4098,-84.0942,2004 EMBRAER EMB-145XR,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
37.3317,-97.1367,1999 MCDONNELL DOUGLAS DC-9-83(MD-83),"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
27.81142,-84.916656,2010 BOEING 737-824,United Airlines
25.533903,-80.612076,2001 CESSNA 172S,"ISLAND CITY FLYING SERVICE INC     - KEY WEST, FL"
50.496423,10.256331,Boeing 737NG 8AS/W,Ryanair
53.071655,-6.278687,Airbus A321 211SL,WOW air
37.227313,-79.134163,AIRBUS INDUSTRIE A320-214,American Airlines
36.8816,-86.7987,2000 BOEING 737-790,Southwest Airlines
23.142151,118.859336,Boeing 777 367,Cathay Pacific Airways
46.243317,20.398865,Airbus A321 231SL,Wizz Air
45.309078,-4.87486,Airbus A319 111,Aigle Azur
32.9372,-85.7501,MD-88,Delta Airlines
44.887161,6.7819,Airbus A319 132,Germanwings
45.3345,-75.4972,Bombardier DHC-8 402 NG,WestJet Encore
36.907918,-79.104011,1998 EMBRAER EMB-145,American Airlines
51.721199,6.1071,Schleicher ASK 23 B,Private
40.297991,-77.551117,2009 BOMBARDIER INC CL-600-2D24,"DELTA AIR LINES INC     - ATLANTA, GA"
-22.816498,29.293746,Boeing 787 8,Qatar Airways
47.835918,41.970661,Boeing 737NG 83N/W,S7 Airlines
38.824657,139.263184,Airbus A320 216SL,AirAsia Japan
34.5751,-85.3536, BOEING 737-7CT,Southwest Airlines
50.603531,-104.212914,Bombardier CRJ 900 LR NG,Air Canada Express
-23.475632,-46.657738,Boeing 737NG 8EH/W,GOL
35.398089,-86.159928,2008 BOMBARDIER INC CL-600-2D24,"DELTA AIR LINES INC     - ATLANTA, GA"
39.421366,2.987366,Airbus A320 216,Alitalia
49.168987,19.068869,Airbus A320 232SL,Wizz Air UK
25.251191,-100.229878,ERJ170-200LR,Mesa Airlines
-5.62584,115.395988,Boeing 737NG 8U3/W,Garuda Indonesia
46.907043,7.891891,Airbus A318 111,Air France
-7.290436,112.31947,Boeing 737NG 8GP/W,Lion Air
38.832458,115.253986,Bombardier CRJ 900 LR NG,China Express Airlines
42.6365,13.754,Boeing 717 2BL,Volotea
52.169495,4.874954,Boeing 737NG 800/W,Transavia
59.259659,47.945435,Boeing 787 9,Korean Air
30.267613,-92.65957,Airbus A321 211SL,Delta Air Lines
44.86607,25.53705,Airbus A330 343E,Virgin Atlantic Airways
35.7688,-77.2246,2002 BOEING 737-7BX,Southwest Airlines
44.972031,-76.586937,Airbus A330 243,Air Transat
0.000001,0,,
38.974499,2.27841,Airbus A320 214,Aigle Azur
47.77037,5.793668,Airbus A330 343E,Swiss International Air Lines
51.967939,-1.011292,Boeing 737NG 8AS/W,Ryanair
39.999126,20.662163,Boeing 737NG 8AS/W,Ryanair
34.243881,-81.697762,Bombardier CRJ 900 LR NG,American Eagle
22.326639,117.127838,Boeing 777 367ER,Cathay Pacific Airways
40.2759,-93.0914, BOEING 737-7L9,Southwest Airlines
31.62767,-90.585342,2012 BOEING 737-8H4,"WILMINGTON TRUST CO TRUSTEE     - WILMINGTON, DE"
30.975906,115.00148,Airbus A320 214SL,Spring Airlines
22.296613,113.853353,Boeing 747 867F,Cathay Pacific Airways
45.222794,-0.595747,Airbus A320 216,Vueling Airlines
55.664337,31.86676,Airbus A319 114,S7 Airlines
34.564292,-83.500671, AIRBUS A319-111,"AFS INVESTMENTS IX LLC     - NORWALK, CT"
40.172,-84.3035,1998 MCDONNELL DOUGLAS DC-9-83(MD-83),"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
40.072899,-75.4571,2006 EMBRAER ERJ 190-100 IGW,"US AIRWAYS INC     - FORT WORTH, TX"
54.334076,3.502861,Boeing 777 336ER,British Airways
43.419342,0.528366,Airbus A320 214,easyJet Switzerland
48.208985,-5.41308,Boeing 747 419,El Al Israel Airlines
-5.38763,108.602932,Boeing 737NG 8U3/W,Garuda Indonesia
50.494598,4.8048,Pilatus PC-6 B2-H4,D M Penny
45.700099,19.184464,Bombardier CRJ 900 LR,Adria Airways
38.418121,-80.858582,2013 BOEING 737-823,American Airlines
34.489715,-78.223972,1999 EMBRAER EMB-145LR,"AMERICAN AIRLINES INC     - FORT WORTH, TX"
31.490635,33.136578,Boeing 737NG 8KN/W,Flydubai
48.355532,12.109319,Embraer EMB-195 LR,Air Dolomiti
39.1436,-81.105598,Boeing 737NG 7Q8/W,Southwest Airlines
10.569077,-64.343704,Avions de Transport Regional ATR 72 600,Caribbean Airlines
48.379646,1.25873,Airbus A321 111,Air France
42.6968,-78.5966,Beech 1900 D,Air Canada Express
48.055829,3.417734,Boeing 737NG 8K5/W,Jet2
48.695618,13.191622,Airbus A340 313E,Swiss International Air Lines
39.153625,21.375573,Boeing 747 87UF,Saudi Arabian Airlines
33.980015,-14.678135,Boeing 737NG 8AS/W,Ryanair
35.745392,-85.670414,2014 BOMBARDIER INC CL-600-2D24,American Airlines
55.5249,13.6494,Embraer EMB-190 LR,Finnair
27.030853,120.053619,Boeing 737NG 85C/W,Xiamen Airlines
34.604047,-91.158829,2015 BOEING 737-823,American Airlines
38.1648,-75.7765,2003 AIRBUS A319-114,Delta Air Lines
47.031028,8.904489,Airbus A319 111,Air France
30.569,-81.406502,1978 BEECH C90,"EMILY AIR LLC     - HYANNIS, MA"
54.057301,17.21921,Airbus A319 114,Lufthansa
37.826952,-7.769663,Boeing 737NG 8AS/W,Ryanair
29.174427,110.9806,Boeing 737NG 89P/W,China Eastern Airlines
41.310329,-6.03241,Airbus A330 202,Iberia
47.501038,3.411873,Airbus A319 131,British Airways
45.013547,16.983189,Airbus A319 133,Ellinair
-22.289024,-51.24405,Boeing 767 316ER/W,LATAM Airlines
31.707962,-12.48957,Boeing 737NG 85P/W,Air Europa
28.931761,-81.954308,Airbus A321 211SL,Delta Air Lines
30.93796,-100.712914,2003 BOMBARDIER INC CL-600-2D24,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
52.338402,4.740679,Airbus A320 232,British Airways
52.241821,-1.176987,Airbus A319 111,easyJet
48.345802,3.23916,Airbus A330 202,Alitalia
67.202255,-25.419117,Airbus A340 313X,Lufthansa
33.984111,-79.491577,2013 EMBRAER ERJ 190-100 IGW,"JETBLUE AIRWAYS CORP     - LONG ISLAND CITY, NY"
46.033722,14.213495,Airbus A320 214,Swiss International Air Lines
48.104462,10.003258,Airbus A319 132,Germanwings
36.102798,-76.92411,2002 AIRBUS A320-232,JetBlue Airways
39.961212,116.824219,Boeing 777 3DZER,Qatar Airways
37.62236,-84.712708,Lake Renegade LA-250,Private
44.836166,7.908718,Airbus A319 111,easyJet
33.887604,108.65097,Airbus A320 214,Shenzhen Airlines
33.23634,134.509033,Boeing 767 381,All Nippon Airways
42.351597,-83.273621,Embraer EMB-175 200LR,United Express
44.779249,15.103455,Boeing 777 367ER,Cathay Pacific Airways
51.4722,5.0469,1974 GRUMMAN AMERICAN AVN. CORP. AA-5,"SCHUYBROEK AVIATION INC     - DOVER, DE"
55.874451,38.944952,Airbus A320 214SL,Aeroflot Russian Airlines
31.4878,-83.9621,1974 DASSAULT/SUD FAN JET FALCON SER E,"WAUSAU PAPER CORP     - MOSINEE, WI"
-6.302801,110.134577,Boeing 737NG 8GP/W,Batik Air
41.515842,-82.847839,Embraer EMB-175 200LR,Mesa Airlines
53.444138,-6.944536,Boeing 787 9,Norwegian
52.158646,139.521027,Boeing 787 8,American Airlines
36.318558,-82.744846,Boeing 737NG 800/W,Southwest Airlines
41.495502,120.59647,Airbus A320 232,Shenzhen Airlines
40.25061,-74.605042,Cessna 172S Skyhawk SP,Private
44.911739,25.449829,Airbus A330 243,Gulf Air
32.766258,-92.113411,2004 BOMBARDIER INC CL-600-2D24,"MESA AIRLINES INC     - PHOENIX, AZ"
31.0891,-103.253601,2002 BOEING 717-200,Delta Air Lines
39.0494,-77.4457,Boeing 737-7H4 (Colorado One Livery),Southwest Airlines (Colorado One Livery)
41.60495,13.432534,Airbus A319 111,Alitalia
36.718601,-81.616898,2006 CESSNA 680,"5216 AIRCRAFT LLC     - WILMINGTON, DE"
28.385605,-84.942696,2013 BOEING 737-823,American Airlines
42.033738,12.775375,Boeing 737NG 8AS/W,Ryanair
57.178298,23.90501,Airbus A320 214,Ural Airlines
47.730835,11.70504,Lockheed C-130J-30 Hercules,United States Air Force
47.313366,-69.425987,Boeing 737NG 7CT/W,WestJet
55.586197,30.982611,Airbus A320 211,Germanwings
48.0637,11.4195,Bombardier CRJ 900 LR NG,Lufthansa Regional
53.488495,12.642596,Airbus A319 132,Scandinavian Airlines System
53.530418,-2.748036,Boeing 777 206ER,KLM Royal Dutch Airlines
24.970779,-100.296783,2013 AIRBUS A319-115,American Airlines
