Latitude,Longitude,PlaneModel,PlaneAirlines
6.683304,-58.562157,Cessna 208 B,Trans Guyana Airways
39.065231,-105.111276,2012 BOEING 737-823,American Airlines
-24.11662,-47.011482,Airbus A321 231SL,LATAM Airlines
26.9122,-79.2129, BOEING 737-7Q8,"CASTLE 2003-1A LLC     - WILMINGTON, DE"
32.483589,-16.47546,Boeing 737NG 8MG/W,Jet2
40.1688,-94.2964,2002 EMBRAER EMB-145LR,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
40.842001,43.636447,Boeing 777 3E9ER,Biman Bangladesh Airlines
46.561066,19.54508,Embraer EMB-195 LR,Lufthansa Regional
50.989923,5.376434,Scheibe SF-25E Super Falke,Private
48.005367,15.25501,Airbus A320 214,Ural Airlines
30.045593,-99.505543,Boeing 737NG 800/W,Southwest Airlines
29.00358,35.509159,Airbus A320 214,Air Arabia
1.504349,103.917443,Bombardier Global 5000,Golden Medal Ltd
32.49337,-84.412048,Airbus A321 211SL,Delta Air Lines
52.044067,2.002029,Boeing 737NG 8AS/W,Ryanair
13.949704,121.263861,Avions de Transport Regional ATR 72 600,Cebgo
36.0345,-97.3676,1991 MCDONNELL DOUGLAS DC-9-83(MD-83),American Airlines
40.68457,12.400208,Airbus A320 214,Vueling Airlines
30.333763,103.82503,Airbus A330 323E,China Southern Airlines
40.784546,12.436462,Airbus A321 112,Alitalia
27.969376,113.189766,Boeing 737NG 81B,China Southern Airlines
33.2363,-85.9098,2003 EMBRAER EMB-145LR,American Airlines
51.1381,3.04451,Diamond Aircraft Twin Star DA42,Private
44.639099,10.22964,Airbus A319 112,Alitalia
41.283463,118.11694,Airbus A320 232,China Southern Airlines
44.824,-89.523,1997 MCDONNELL DOUGLAS MD-90-30,"DELTA AIR LINES INC     - ATLANTA, GA"
28.840042,112.94225,Boeing 737NG 9KFER/W,Okay Air
41.968,-72.248,2007 EMBRAER ERJ 190-100 IGW,"WELLS FARGO BANK NORTHWEST NA OWNER TRUSTEE     - SALT LAKE CITY, UT"
49.976295,8.684767,Reims/Cessna F152,Private
58.721237,12.1919,Boeing 737NG 8JP/W,Norwegian
32.136795,114.44771,Airbus A320 214SL,Air China
2.321141,102.782924,Airbus A330 343E,AirAsia X
34.63678,134.25444,Boeing 777 300ER,Korean Air
28.354839,-82.329109,Airbus A321 231,American Airlines
35.30164,133.396912,Airbus A330 302,China Airlines
39.5366,-105.6802,2010 BOEING 737-7H4,Southwest Airlines
55.811245,23.500357,Boeing 737NG 8AS/W,Ryanair
34.95282,34.14465,Boeing 737NG 8LP/W,Globus
50.155472,-124.815094,2014 BOEING 737-990ER,Alaska Airlines
52.236328,5.409317,Boeing 737NG 8Q8/W,Ukraine International Airlines
-5.753205,107.185269,Airbus A320 214SL,Batik Air
49.791389,8.415899,Piper PA-38 112 Tomahawk,Private
39.821869,115.53969,Boeing 737NG 86N/W,China Southern Airlines
42.296619,142.002243,Boeing 737NG 846/W,Japan Airlines
40.3422,-94.6112,1998 BOEING MD-90-30,"DELTA AIR LINES INC     - ATLANTA, GA"
36.045,-93.6732,2002 BOEING 717-200,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
64.63722,-19.041481,Raytheon Aircraft Company King Air B200,Myflug HF
39.15951,116.9787,Boeing 737NG 89L/W,Air China
-6.212677,107.78235,Boeing 737NG 86N/W,Garuda Indonesia
52.361585,-1.914995,Airbus A319 111,easyJet Europe
41.888592,-6.93531,Airbus A319 111,Iberia
49.5973,8.0293,Reims/Cessna F172M,Private
19.767563,-99.947334,Airbus A319 133,Volaris
41.40049,-81.865585,BOEING 737-8H4,Southwest Airlines
31.086456,121.13003,Airbus A320 232,China Eastern Airlines
-33.805538,-59.066891,Boeing 737NG 8SH/W,Aerolíneas Argentinas
49.771683,3.270673,Boeing 737NG 8AS/W,Ryanair
47.387329,-121.951057,Pilatus PC-XII 47E,Airlift Northwest
47.455215,8.555826,Airbus A319 112,Germania Flug
51.270302,6.9298,TL Ultralight TL-96 Star,Private
0.676025,104.368348,Airbus A320 216SL,AirAsia
21.717829,113.569641,Boeing 737NG 8SA/W,SilkAir
51.644308,8.252716,Evektor EV-97 Eurostar,Private
46.705162,9.821365,Airbus A320 232,British Airways
50.225143,19.672754,Boeing 737NG 8AS/W,Ryanair
20.639969,114.47415,Airbus A320 214SL,Spring Airlines
50.651402,6.3908,,
37.146103,23.619846,Airbus A320 232,Aegean Airlines
-23.406006,-45.544223,Airbus A319 132,LATAM Airlines
-22.800568,-46.356362,Airbus A320 251NSL,Azul Linhas Aereas Brasileiras
25.622353,122.56643,Boeing 777 35EER,EVA Air
44.242409,-94.49803,2008 BOEING 737-924ER,United Airlines
44.970978,-68.500671,2005 MOONEY M20R,"WILE FREDERIC D     - SAN ANTONIO, TX"
40.643176,-4.530237,Airbus A340 642,Iberia
41.225964,10.957864,Boeing 737NG 800/W,Ryanair
37.53351,120.52505,Airbus A321 231,China Southern Airlines
39.899826,-83.316551,2007 EMBRAER-EMPRESA BRASILEIRA DE ERJ 170-200 LR,"REPUBLIC AIRLINE INC     - INDIANAPOLIS, IN"
47.458279,8.46574,Embraer EMB-190 LR,Helvetic Airways
31.590225,-97.218341,2014 BOEING 737-8H4,Southwest Airlines
49.121922,4.090889,Boeing 777 367ER,Cathay Pacific Airways
41.351257,-73.876587,2015 AIRBUS A320-232,Spirit Airlines
52.163551,12.065735,Boeing 737NG 8AS/W,Ryanair
50.438782,-1.570033,Embraer EMB-195 STD,Aurigny Air Services
30.523418,121.73126,Boeing 737NG 8Q8,Shanghai Airlines
23.583664,114.832102,Airbus A321 211SL,China Eastern Airlines
22.115246,-101.828865,2014 BOEING 787-8,Aeroméxico
55.374481,36.05616,Boeing 737NG 82K/W,Turkmenistan Airlines
33.493,-82.321297,2000 BOEING 717-200,Delta Air Lines
47.181345,4.850605,Airbus A321 231,British Airways
21.588926,115.07736,Airbus A350 941,Cathay Pacific Airways
48.690533,9.225444,Boeing 737NG 8K5/W,TUIfly
61.7639,-26.776134,Airbus A340 642,Lufthansa
54.009201,-8.278355,Airbus A330 343X,Air Canada
51.472111,6.727524,Piper PA-22 150 Tri-Pacer,Private
36.045399,135.224106,Boeing 737NG 881/W,All Nippon Airways
0.752238,103.44755,Airbus A320 214SL,Citilink
40.956024,-73.190796,2015 CIRRUS DESIGN CORP SR22,"KM VENTURES LLC     - WALTHAM, MA"
29.448898,-81.17189,2012 CESSNA 172S,"DAYTONA AIRCRAFT LEASING LLC     - DAYTONA BEACH, FL"
52.2729,6.1382,Gippsland GA-8 Airvan,Private
51.651215,4.204794,Piper PA-28 151 Cherokee Warrior,Private
-5.817123,107.519562,Boeing 737NG 8U3/W,Garuda Indonesia
52.246275,-5.381967,Avro 146 RJ85,CityJet
52.84354,87.493858,Boeing 757 28A,Azur Air
27.606129,-9.136505,Boeing 787 9,Air France
60.251398,24.66823,Avions de Transport Regional ATR 72 500,Nordic Regional Airlines
52.734329,10.561863,Airbus A320 214SL,Lufthansa
38.725937,0.271732,Airbus A320 214,Iberia Express
50.863083,3.935778,Boeing 737NG 7K2/W,Transavia
38.5788,-92.1854,2003 BOMBARDIER INC CL-600-2B19,"AIR WISCONSIN AIRLINES CORP     - APPLETON, WI"
28.342621,-80.932953,Beech Baron 58,Private
30.369097,113.81847,Airbus A319 132SL,China Eastern Airlines
-32.55263,118.220065,Boeing 737NG 838/W,Qantas
49.651062,11.375692,Airbus A321 131,Lufthansa
22.975204,120.005661,Avions de Transport Regional ATR 72 600,Uni Air
58.715328,17.339001,Airbus A320 214,Nouvelair Tunisie
31.924026,114.22392,Boeing 737NG 85N/W,Shandong Airlines
24.820583,-79.01512,2001 BOEING 777-223,"AMERICAN AIRLINES INC     - FORT WORTH, TX"
2.935089,103.687941,Boeing 737NG 8H6/W,Malaysia Airlines
56.081902,92.756203,Boeing 767 3G5ER,Nordwind Airlines
40.719086,-78.497925,2008 EMBRAER-EMPRESA BRASILEIRA DE ERJ 170-200 LR,"REPUBLIC AIRLINE INC     - INDIANAPOLIS, IN"
53.529673,14.862967,Airbus A320 214,Finnair
42.0689,-72.4847,2001 AIRBUS INDUSTRIE A319-131,United Airlines
48.068817,2.304171,Airbus A330 202,Air Algerie
23.751572,120.034737,Avions de Transport Regional ATR 72 600,Far Eastern Air Transport
41.745621,-87.538501,Airbus A320 251NSL,Frontier Airlines
22.875275,114.34795,Airbus A320 214SL,Spring Airlines
39.295256,114.807556,Boeing 737NG 89P/W,China United Airlines
42.40369,141.732956,Boeing 767 33AER,Air Do
14.24978,120.788655,Airbus A320 214SL,Cebu Pacific Air
41.663231,-81.331787,2014 EMBRAER EXECUTIVE AIRCRAFT INC EMB-505,"FLEXJET LLC EMERIL AIR LLC 4541 SHORE LANE LLC 1921 HAYES LLC CYCLONE AVIATION LLC Z GALLERIE FOUNDER HOLDINGS INC- CLEVELAND, OH"
39.384247,112.162346,Boeing 737NG 84P/W,Hainan Airlines
25.75177,118.165184,Boeing 737NG 84P/W,Hainan Airlines
-24.6104,-47.926094,Boeing 737NG 76N,GOL
53.416855,9.628104,Airbus A319 112,CSA Czech Airlines
52.4216,5.7713,Reims/Cessna F172M,Private
35.342178,138.260071,Boeing 777 281,All Nippon Airways
28.5924,-82.6312,2001 BOEING 737-7H4,Southwest Airlines
29.467712,-99.036572,1986 CESSNA 208B,FedEx
55.37738,13.93591,Boeing 767 38AER/W,TUIfly Nordic
22.784958,46.894993,Airbus A330 343E,Saudi Arabian Airlines
28.18347,-82.093719,Airbus A320 214,Allegiant Air
52.172722,-1.1363,Piper PA-34 220T Seneca V,Oxford Aviation Academy
47.26973,27.429569,Airbus A319 114,Lufthansa
43.742752,-90.131133,2001 BOEING 737-832,"DELTA AIR LINES INC     - ATLANTA, GA"
43.209973,11.646293,Airbus A320 232SL,Vueling Airlines
1.937411,100.640069,Airbus A320 214SL,Batik Air
28.990952,-13.568855,Airbus A320 214,Aer Lingus
41.896549,-86.047285,1999 BOEING 737-823,American Airlines
38.282001,-11.38279,Boeing 767 316ER/W,LATAM Airlines
-6.93349,113.839722,Boeing 777 3DZER,Qatar Airways
-4.340149,15.632847,,
23.078598,112.47421,Boeing 737NG 84P/W,Hainan Airlines
-6.338791,107.72402,Airbus A320 214SL,Citilink
31.5081,121.6022,Airbus A320 214,Spring Airlines
37.03207,22.77961,Boeing 737NG 8AS/W,Ryanair
25.145325,53.895925,Airbus A330 343E,Oman Air
-6.81734,113.550919,Boeing 777 306ER,KLM Royal Dutch Airlines
38.156158,-3.944793,Boeing 737NG 8K2/W,Transavia France
36.616082,-92.064728,2010 LEARJET INC 45,"WALMART STORES INC     - BENTONVILLE, AR"
50.799245,-1.495285,Airbus A319 111,easyJet
58.876602,4.581757,Sikorsky S-92 A,CHC Helikopter Service AS
14.428307,119.87997,Airbus A330 243,Etihad Airways
40.786604,-78.445816,2010 BOMBARDIER INC CL-600-2C10,American Airlines
4.256923,-74.825987,2014 AIRBUS A319-132,"WILMINGTON TRUST CO TRUSTEE     - WILMINGTON, DE"
49.222336,4.276428,Airbus A330 343E,Air China
59.992989,15.10542,Bombardier CRJ 900 LR NG,Scandinavian Airlines System
23.377649,113.72406,Airbus A320 232,Cathay Dragon
41.811127,13.536155,Bombardier CRJ 900 LR NG,Scandinavian Airlines System
40.112,115.049194,Airbus A320 214SL,China Eastern Airlines
34.452347,-81.805937,1974 BEECH A36,"WALKER HOLDINGS INC     - WILMINGTON, DE"
38.2779,-77.6749,2002 BOEING 737-7H4,Southwest Airlines
41.008598,-74.228798,Dassault Falcon 2000,QS Partners LLC
48.538879,-6.627855,Boeing 777 236ER,British Airways
29.584599,32.13641,Boeing 737NG 75B/W,Germania
40.6387,-87.3967,2006 BOMBARDIER INC CL-600-2C10,United Express - GoJet
18.238037,-67.28474,Dassault Falcon 2000EX EASy,Romana Aircraft Inc
39.9837,-103.0312,1999 BOEING 737-7H4,Southwest Airlines
35.637405,138.524094,Boeing 737NG 881/W,All Nippon Airways
27.506927,-80.818332,Cirrus Jet Vision SF50,Corporate
51.091644,-0.555106,Boeing 737NG 800/W,Ryanair
30.16706,113.88845,Boeing 737NG 9KFER/W,Okay Air
27.4818,-78.9503,2001 BOEING 737-823,"AMERICAN AIRLINES INC     - FORT WORTH, TX"
29.260408,-81.105003,2008 CESSNA 172S,"UNIVERSITY OF DUBUQUE     - DUBUQUE, IA"
50.458603,5.458687,Airbus A319 111,Qeshm Air
35.356934,-81.114521,1991 MCDONNELL DOUGLAS AIRCRAFT CO MD-88,"DELTA AIR LINES INC     - ATLANTA, GA"
35.260941,138.831589,Airbus A320 232SL,JetStar Japan
23.070219,112.55966,Airbus A319 112,China Southern Airlines
35.720882,-80.096526,1998 BOEING 737-832,"DELTA AIR LINES INC     - ATLANTA, GA"
10.115341,-67.89849,Airbus A330 202,Aerolíneas Argentinas
51.780659,4.398727,Cessna 208,Skydive Rotterdam
27.9119,-81.5306,2000 AIRBUS INDUSTRIE A320-214,American Airlines
41.538189,-81.85466,Airbus A320 232SL,Spirit Airlines
45.253143,-0.309644,Airbus A320 232,Aigle Azur
47.823486,1.834373,Boeing 737NG 7B6/W,Royal Air Maroc
36.42627,-90.246906,2010 BOEING CO 777-FS2,FedEx
50.188019,-7.635064,Boeing 777 3DEER,Swiss International Air Lines
28.73108,112.90655,Boeing 737MAX 8,Hainan Airlines
33.865601,-81.066902,Cessna Citation Excel,Embraer Executive Aircraft Inc
54.035141,16.45615,Boeing 737NG 800/W,Ryanair
39.718601,-76.2742,1989 MCDONNELL DOUGLAS AIRCRAFT CO MD-88,"DELTA AIR LINES INC     - ATLANTA, GA"
51.756592,5.434521,,
39.5824,-82.5505,2005 PILATUS AIRCRAFT LTD PC-12/45,"REGIONS COMMERCIAL EQUIPMENT FINANCE LLC     - BIRMINGHAM, AL"
-22.617498,-42.87099,Embraer EMB-190 AR,Azul Linhas Aereas Brasileiras
42.383345,26.2045,Airbus A321 231SL,Turkish Airlines
42.60677,26.70302,Airbus A321 231SL,Wizz Air
50.890961,19.837448,Boeing 737NG 8AS/W,Ryanair
31.156174,-98.065096,BOEING 737-823,American Airlines
52.573,5.8075,Cessna 172P Skyhawk,Private
44.163829,12.083653,Boeing 737NG 8AS/W,Ryanair
-6.392181,107.184369,Airbus A320 214SL,Batik Air
52.171188,8.242798,,
50.310726,-102.372314,Bombardier DHC-8 402 NG,WestJet Encore
33.475479,134.332031,Airbus A320 232,JetStar Japan
29.07756,113.08708,Raytheon Aircraft Company 125 850XP,Corporate
28.035278,-98.003593,Gulfstream Aerospace GIV SP,FG Aviation LLC
42.912132,-7.472403,Airbus A319 111,TAP Portugal
-24.895485,-47.742695,Boeing 737NG 8EH/W,GOL
-6.7294,111.784264,Airbus A320 214SL,Batik Air
41.1444,-90.2895,2004 BOMBARDIER INC CL-600-2B19,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
29.483301,-81.149704,2009 CESSNA 172S,"BRAVO LEASING LLC     - DAYTONA BEACH, FL"
54.728199,37.886021,Airbus A320 214,Aeroflot Russian Airlines
52.1786,5.6459,DG Flugzeugbau DG-1000T,Private
49.600479,3.118484,Embraer EMB-190 STD,TUI Airlines Belgium
52.056015,18.789289,Boeing 737NG 800/W,Ryanair
52.857056,7.058487,,
-18.16365,-72.62806,2013 AIRBUS A330-243,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
28.89,-82.7565,1991 BOEING 757-232,"WILMINGTON TRUST CO TRUSTEE     - WILMINGTON, DE"
-22.386887,-47.215743,2009 AIRBUS A330-243,"WELLS FARGO BANK NORTHWEST NA TRUSTEE     - SALT LAKE CITY, UT"
27.800158,-80.982073,2012 AIRBUS A320-232,Spirit Airlines
42.435013,1.544266,Boeing 737NG 8K2/W,KLM Royal Dutch Airlines
37.964933,-86.121826,2014 EMBRAER S A ERJ170-200LR,Mesa Airlines
24.288351,120.17058,Airbus A330 343X,Cathay Pacific Airways
52.665291,6.497393,Piper PA-28R T-201T Turbo Arrow IV,Private
42.777,-85.487,2004 BOEING 737-7H4,Southwest Airlines
30.537197,120.116165,Airbus A321 211SL,China Eastern Airlines
53.74118,-0.04402,Airbus A350 941,Cathay Pacific Airways
42.16725,118.85789,Airbus A320 214,China Southern Airlines
-5.492186,107.676292,Boeing 737NG 8GP/W,Lion Air
50.902725,-2.525519,Airbus A330 243,Thomas Cook Airlines
28.948231,-87.404907,2006 BOEING 737-76N,Southwest Airlines
51.84288,-7.621023,Boeing 747 436,British Airways
26.850493,-79.05598,Airbus A321 231SL,American Airlines
48.332291,25.567298,Boeing 737NG 94XER,Ukraine International Airlines
41.409916,-81.848366,1999 BOEING 737-724,"UNITED AIRLINES INC     - CHICAGO, IL"
32.862579,-84.576103, MOONEY AIRCRAFT CORP. M20K,"SCHWARTZ DAVID J     - ALLENTOWN, PA"
28.1138,-78.8854,2005 EMBRAER ERJ 190-100 IGW,JetBlue Airways
30.798798,-15.916981,Boeing 737NG 8AS/W,Ryanair
27.948241,-78.904401,Airbus A321 231SL,Spirit Airlines
2.859564,103.643883,Airbus A320 232SL,Jetstar Asia Airways
29.847153,-13.51383,Airbus A320 214,easyJet
39.469734,115.048706,Boeing 737NG 79P/W,China Eastern Airlines
42.153936,-79.875204,Airbus A320 214SL,Interjet
40.1238,-85.9638,2000 EMBRAER EMB-145LR,"AMERICAN AIRLINES INC     - FORT WORTH, TX"
34.496368,135.307266,Airbus A330 302,China Airlines
-22.116735,-42.78529,Boeing 737NG 8EH/W,GOL
40.4776,-83.9652,1992 MCDONNELL DOUGLAS AIRCRAFT CO MD-88,"DELTA AIR LINES INC     - ATLANTA, GA"
39.685318,115.348504,Boeing 737NG 79L,Air China
27.6132,-80.8981,Boeing 757 232/W,Delta Air Lines
52.881203,5.013375,Piper PA-32R 301 Saratoga SP,Private
48.040513,16.797603,Airbus A330 243,Air China
32.475679,-123.284987,2013 BOEING 737-924ER,United Airlines
48.4232,-2.5326,Avions de Transport Regional ATR 72 500,Flybe
65.685627,32.616736,Boeing 787 9,All Nippon Airways
25.343597,-80.163091,2000 BOMBARDIER INC BD-700-1A10,"NEXTANT AIRCRAFT 9054 LLC     - CLEVELAND, OH"
49.794182,8.489759,Airbus A320 214SL,Lufthansa
4.728637,-74.193089,2009 AIRBUS A320-214,"AIRCOL 19     - WILMINGTON, DE"
44.5852,-93.0504,1998 BOEING 737-7H4,Southwest Airlines
27.565582,-80.999979,1996 PIPER PA 46-350P,"TOWER AVIATION INC     - TUCSON, AZ"
5.4754,100.102097,737-84P,Lucky Air
35.227708,-78.926697, AEROSPATIALE/AERITALIA ATR 42-320,FedEx
27.7665,-89.493797,Boeing 737NG 7V3/W,Copa Airlines Colombia
48.485779,0.569528,Airbus A320 214,Air France
34.2506,-79.4787,2002 BOMBARDIER INC CL-600-2B19,"DELTA AIR LINES INC     - ATLANTA, GA"
56.087533,10.018501,,
28.31982,-84.134216,2001 BOEING 737-832,Delta Air Lines
50.402115,1.969588,Airbus A320 214,Aer Lingus
37.055191,-8.3845,Boeing 737NG 8B6/W,Royal Air Maroc
29.315598,-81.310501,2007 CESSNA 172S,"J A AERO INC     - SUGAR GROVE, IL"
51.476719,12.413406,Airbus A319 111,easyJet
42.8728,-72.7432,2003 CESSNA 560XL,"NETJETS SALES INC GREAT COUNTRY LLC TOBY LLC BNSF RAILWAY CO ROSEMONT PROJECT MANAGEMENT LLC WHITE JOHN HAZEN JR- OKLAHOMA CITY, OK"
35.831223,138.439529,Airbus A330 323E,Asiana Airlines
47.18042,8.416901,Boeing 737NG 8ZQ/W,Tassili Airlines
59.496918,7.137177,Boeing 737NG 8JP/W,Norwegian
30.438995,-98.309595,1986 CESSNA 208B,"FEDERAL EXPRESS CORPORATION     - MEMPHIS, TN"
21.778473,115.717846,Airbus A330 343X,Cathay Pacific Airways
21.548859,114.41402,Airbus A330 343E,China Southern Airlines
41.405701,-74.215584,2003 LOOFBOURROW JOHN W RUTAN DEFIANT,"LOOFBOURROW JOHN W     - WESTFIELD, NJ"
29.354645,113.17117,Airbus A321 231SL,Capital Airlines
-33.05516,-70.80369,1993 BOEING 767-322,United Airlines
50.859901,10.03479,Airbus A321 231,Lufthansa
39.3954,-89.522,2003 BOMBARDIER INC CL-600-2B19,SkyWest Airlines
30.660515,103.48747,Airbus A319 133,West Air
39.438217,-1.465881,Boeing 737NG 8Z9/W,Jet2
47.457687,8.569782,Airbus A319 131,British Airways
34.304623,-97.000237,2014 AIRBUS A320-232,Spirit Airlines
27.278494,-82.083189,Airbus A320 214SL,Virgin America
34.9735,-85.0182,1998 AIRBUS INDUSTRIE A320-212,Delta Air Lines
40.6044,-72.2479,1999 BOEING 737-7H4,Southwest Airlines
35.4306,-99.331,1997 BOEING 737-7H4,Southwest Airlines
49.766903,8.133966,Airbus A321 231,Lufthansa
35.34993,137.944,Airbus A321 271NSL,All Nippon Airways
24.863708,117.809654,Airbus A320 214SL,Spring Airlines
52.3676,4.8123,Eurocopter EC135 P2+,KLPD Police Aviation Service
34.771172,-102.311554,1999 BOEING 737-823,American Airlines
41.157715,10.594177,Airbus A320 232,Vueling Airlines
28.337696,-82.936058,Airbus A321 211SL,Delta Air Lines
30.20627,-85.659592,2002 RAYTHEON AIRCRAFT COMPANY 58,"PALMETTO ADHESIVES CO     - GREENVILLE, SC"
43.65292,-79.701492,Boeing 787 9,Air Canada
42.927246,29.033672,Airbus A380 861,Emirates Airline
48.892044,10.330458,Embraer EMB-190 LR,Lufthansa Regional
56.7198,-4.1035,Saab 2000,Flybe
5.133501,-75.155719,Airbus A321 253NSL,Avianca
50.718475,7.360914,Boeing 747 830,Lufthansa
39.596695,-9.089264,Boeing 737NG 8K2/W,Transavia France
-22.566833,-45.934687,Embraer EMB-195 AR,Azul Linhas Aereas Brasileiras
33.631012,137.489655,Boeing 777 312ER,Singapore Airlines
51.792995,4.19548,Cirrus Design SR20,Cavok Services bv
35.03828,136.361176,Boeing 737NG 881/W,All Nippon Airways
40.83609,-73.995979,2013 BOEING 737-823,American Airlines
40.1098,-91.025,2002 BOMBARDIER INC CL-600-2C10,"DELTA AIR LINES INC     - ATLANTA, GA"
41.324066,-87.551453,2006 BOEING 737-7BD,Southwest Airlines
45.217987,12.634931,Airbus A319 112,Lufthansa
-16.292631,-71.90865,Airbus A319 132,LATAM Airlines
27.472012,-81.397285,1996 MCDONNELL DOUGLAS MD-90-30,"DELTA AIR LINES INC     - ATLANTA, GA"
41.3049,-87.2065,2013 BOMBARDIER INC CL-600-2D24,"DELTA AIR LINES INC     - ATLANTA, GA"
35.782974,139.739285,Boeing 777 312ER,Singapore Airlines
56.0319,-4.4915,Lockheed C-130T Hercules,United States Navy
47.109879,1.487068,Boeing 737NG 8B6/W,Royal Air Maroc
46.343361,-3.14236,Airbus A320 232SL,Vueling Airlines
62.369572,73.197777,Boeing 777 2B5ER,Korean Air
42.040489,-74.137978,2008 BOMBARDIER INC CL-600-2D24,"DELTA AIR LINES INC     - ATLANTA, GA"
34.175499,-81.197403,1998 AIRBUS INDUSTRIE A320-232,United Airlines
6.040009,95.512064,Boeing 777 F1H,Emirates Airline
51.949272,3.287109,Boeing 737NG 8BK/W,KLM Royal Dutch Airlines
-23.021198,-48.84511,Boeing 737NG 76N,GOL
50.000565,7.419747,Airbus A320 214SL,Lufthansa
22.427425,-86.2882,Airbus A320 214,Cubana
31.138094,-97.885382,BOEING 737-924ER,United Airlines 
23.857649,121.861699,Airbus A321 231SL,Philippine Airlines
59.851235,15.180169,Boeing 737NG 8JP/W,Norwegian
42.034195,10.988638,Airbus A320 214SL,easyJet
49.597698,9.0476,Vans RV-6 A,Private
31.040176,-93.819526,Airbus A321 231SL,Spirit Airlines
46.273453,-71.015625,Airbus A380 861,Etihad Airways
36.787534,-82.90067,2002 AIRBUS A319-114,Delta Air Lines
49.008194,2.530903,Airbus A319 111,easyJet
-23.60799,-46.402985,Airbus A320 232,LATAM Airlines
43.174667,-73.630882,2014 EMBRAER S A ERJ170-200LR,SkyWest Airlines
51.188931,0.69984,Airbus A319 131,British Airways
48.731953,2.426461,Airbus A319 111,Air France
4.84511,-74.045294,2014 AIRBUS A319-115,American Airlines
47.517609,45.610428,Airbus A320 232,Ural Airlines
32.253601,-80.865196,2011 EMBRAER ERJ 190-100 IGW,JetBlue Airways
27.107042,-78.979234,2001 BOEING 757-223,"AMERICAN AIRLINES INC     - FORT WORTH, TX"
43.202991,-78.232269,2009 BOMBARDIER INC CL-600-2C10,"GOJET AIRLINES LLC     - BRIDGETON, MO"
39.0028,-112.0665,2003 BOEING 737-7H4,Southwest Airlines
62.7377,-26.685486,Boeing 787 9,KLM Royal Dutch Airlines
33.945985,-124.762516,BOEING 757-251,Delta Air Lines
61.518968,42.212524,Boeing 737 524,UT air
28.509847,-82.66054,1970 BEECH V35B,"ADAMS BILL     - HAMILTON, TX"
38.380234,-99.78017,Bombardier Global 6000,NetJets
50.554241,4.876519,Airbus A320 214,Brussels Airlines
55.652642,40.923386,Airbus A320 214,Ural Airlines
-15.499801,-72.46621,Airbus A320 214SL,Avianca
3.135573,99.794312,Airbus A320 216SL,AirAsia
43.232179,-7.251957,Airbus A319 111,Brussels Airlines
54.1203,13.071533,Airbus A320 214,easyJet
-6.350191,106.920934,Boeing 737NG 8GP/W,Lion Air
59.92828,16.023655,Airbus A320 214SL,Aeroflot Russian Airlines
51.130875,16.859781,Boeing 737NG 800/W,Aeroflot Russian Airlines
41.5416,-82.851,2004 BOMBARDIER INC CL-600-2B19,"AFS INVESTMENTS 71 LLC     - NORWALK, CT"
46.309375,11.555145,Airbus A319 132,Scandinavian Airlines System
38.50493,119.377144,Airbus A320 214,Spring Airlines
50.758942,4.596145,Boeing 767-300ER,Atlas Air
32.468811,33.295937,Boeing 787 9,Etihad Airways
41.614628,13.292691,Boeing 737NG 8AS/W,Ryanair
20.39677,-99.947174,BOEING 767-316F,MasAir
24.7461,115.51155,Boeing 787 8,China Southern Airlines
43.587021,-76.138192,Airbus A320 211,Air Canada
39.566006,-82.080811,1989 CESSNA 208B,"FEDERAL EXPRESS CORPORATION     - MEMPHIS, TN"
51.120223,2.074814,Cessna Citation X,Air X Charter
35.739317,-80.708897,1999 AIRBUS INDUSTRIE A319-131,United Airlines
50.122604,-2.103882,Airbus A319 111,TAP Portugal
44.318848,-87.973284,Boeing 737NG 932ER/W,Delta Air Lines
47.663719,4.496859,Airbus A318 111,Air France
29.585501,-81.209801,Beechcraft Corp King Air B350,Wheels Up
35.867335,0.995315,Boeing 737NG 8B6/W,Royal Air Maroc
-33.366791,-59.423759,2014 BOEING 787-8,"BANK OF UTAH TRUSTEE     - SALT LAKE CITY, UT"
30.341492,-81.627718,2006 AIRBUS A319-132,Spirit Airlines
52.861099,7.0256,Aerospool WT9 Dynamic,Private
51.458145,-0.662384,Airbus A320 232,British Airways
35.811612,-88.652013,2001 AIRBUS INDUSTRIE A319-131,United Airlines
54.627792,-1.212075,Airbus A330 343E,Hainan Airlines
49.730988,7.645689,Aerotek Pitts Special S-1S,Private
39.9746,-103.1575,2000 BOEING 737-7H4,Southwest Airlines
24.782776,-81.507924,2000 BOEING 737-823,American Airlines
4.192122,100.648404,Airbus A330 323E,Malaysia Airlines
40.546509,-95.383118,2013 EMBRAER ERJ170-200LR,"REPUBLIC AIRLINE INC     - INDIANAPOLIS, IN"
33.296402,-81.671704,2000 AIRBUS A320-214,Allegiant Air
38.846298,-81.380898,1990 MCDONNELL DOUGLAS AIRCRAFT CO MD-88,"WILMINGTON TRUST CO TRUSTEE     - WILMINGTON, DE"
